itemname,kindname,countyname,marketname,yyyy,regday,price
사과,후지(1kg),서울,가락도매,2018,07/04,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/05,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/06,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/09,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/10,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/11,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/12,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/13,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/16,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/17,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/18,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/19,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/20,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/23,"4,200"
사과,후지(1kg),서울,가락도매,2018,07/24,"4,200"
